sourceModule,targetModule,edgeOccurrences,callerFunctions,calledFunctions
,11-render-materials-player-model.js,7,createFurnitureModel,mat | premiumBox
,12-world-resources-nature.js,5,createFurnitureModel,shadeColor
,18-water-fishing-boats.js,1,createFurnitureModel,furnitureSpec
,23-vehicle-effects-driving.js,4,updateBuildPreview,buildPlacementCandidate | createBuildPreviewMesh | disposeBuildPreview | updateBuildPanel
01-build-persistence.js,00a-visual-foundation-avatar-v2.js,3,mergeEntityCollections | normalizeBuildRecord | normalizeState,defaultAvatarV2 | normalizeAvatarV2 | stableBuildId
02-state-save-cloud-account.js,00a-visual-foundation-avatar-v2.js,1,mergeCloudProgress,normalizeAvatarV2
02-state-save-cloud-account.js,01-build-persistence.js,10,commitState | loadState | mergeCloudProgress | syncGameAccount,applyBuildTombstones | mergeBuildCollections | mergeBuildTombstones | mergeEntityCollections | normalizeBuildTombstones | normalizeState
02-state-save-cloud-account.js,03-ui-modal-install-pwa.js,14,addXP | commitState | loadState | mergeCloudProgress | openAccountCenter | openAccountForm | openAccountLogoutGate,awardMedal | closeModal | ensureDailyChallenges | openModal | toast
02-state-save-cloud-account.js,04-education-daily-quiz.js,2,commitState | loadState,updateDailyBadge
02-state-save-cloud-account.js,06-missions-profile-hud-inventory-tools.js,17,addXP | commitState | loadState | mergeCloudProgress | openAccountCenter | syncCloudProgress | syncGameAccount,applyPlayerName | hasValidPlayerName | openPlayerNameModal | sanitizePlayerName | updateHUD | updateLobbyStats | updatePlayerNameUI
02-state-save-cloud-account.js,24-construction-system.js,1,mergeCloudProgress,reconcileWorldBuilds
02-state-save-cloud-account.js,27-npc-enemies-combat-camera-action.js,2,accountStatusText | syncGameAccount,publicPlayerName
02-state-save-cloud-account.js,28-multiplayer-social-online.js,2,openAccountCenter | openAccountForm,escapeHtml
03-ui-modal-install-pwa.js,02-state-save-cloud-account.js,7,addCoins | addReputation | awardMedal | ensureDailyChallenges | isOfficialOtthiGameAddress | setFlag | trackDaily,saveState
03-ui-modal-install-pwa.js,04-education-daily-quiz.js,1,trackDaily,updateDailyBadge
03-ui-modal-install-pwa.js,05-avatar-life-customization.js,1,setFlag,evaluateMissions
03-ui-modal-install-pwa.js,06-missions-profile-hud-inventory-tools.js,2,addCoins | addReputation,updateHUD
03-ui-modal-install-pwa.js,18-water-fishing-boats.js,3,closeModal,cancelFishingSession | clearExtensionPreview | stopFishingVisual
03-ui-modal-install-pwa.js,22-careers-jobs-uniforms.js,1,closeModal,startEngineSound
03-ui-modal-install-pwa.js,24-construction-system.js,1,openModal,scheduleStableResize
04-education-daily-quiz.js,02-state-save-cloud-account.js,7,claimDailyQuest | finishSoloEducationGame | runEducationGame | triggerEmote,addXP | saveState
04-education-daily-quiz.js,03-ui-modal-install-pwa.js,23,claimDailyQuest | dailyChallengesHtml | finishSoloEducationGame | openCollection | openEducationHub | runEducationGame | startSoloEducationGame | triggerEmote | updateDailyBadge,addCoins | addReputation | awardMedal | beep | dailyDefinition | ensureDailyChallenges | openModal | toast | vibrate
04-education-daily-quiz.js,06-missions-profile-hud-inventory-tools.js,1,openEducationHub,playerDisplayName
04-education-daily-quiz.js,27-npc-enemies-combat-camera-action.js,1,startSoloEducationGame,closeChallengePrompt
04-education-daily-quiz.js,28-multiplayer-social-online.js,5,openEducationHub | runEducationGame,escapeHtml | openSocialHub
05-avatar-life-customization.js,00a-visual-foundation-avatar-v2.js,2,openAvatarStudio,normalizeAvatarV2 | updateAvatarV2LegacyChoice
05-avatar-life-customization.js,02-state-save-cloud-account.js,1,openAvatarStudio,saveState
05-avatar-life-customization.js,03-ui-modal-install-pwa.js,12,evaluateMissions | openAvatarStudio | openHow | openLifePanel | openMolds,addCoins | awardMedal | closeModal | openModal | setFlag | toast
05-avatar-life-customization.js,04-education-daily-quiz.js,4,openAvatarStudio,avatarChoiceGroup
05-avatar-life-customization.js,06-missions-profile-hud-inventory-tools.js,4,evaluateMissions | openAvatarStudio | openMolds,playerDisplayName | updateMissionHUD
05-avatar-life-customization.js,11-render-materials-player-model.js,1,openAvatarStudio,applyAvatarCustomization
06-missions-profile-hud-inventory-tools.js,02-state-save-cloud-account.js,5,applyPlayerName | equipTool | openInventory | pinChapter | updatePlayerNameUI,accountStatusText | saveState
06-missions-profile-hud-inventory-tools.js,03-ui-modal-install-pwa.js,13,applyPlayerName | equipTool | openInventory | openObjectivesPanel | openPlayerNameModal | openToolbelt | pinChapter | playToolAnimation,beep | closeModal | openModal | toast | vibrate
06-missions-profile-hud-inventory-tools.js,05-avatar-life-customization.js,2,openObjectivesPanel | pinChapter,deriveMissionFlags | evaluateMissions
06-missions-profile-hud-inventory-tools.js,11-render-materials-player-model.js,7,refreshEquippedToolVisual,box | renderMat
06-missions-profile-hud-inventory-tools.js,21-interactions-shop-social-races.js,4,openObjectivesPanel | updateMissionHUD,activeJobProgress | focusActiveJob | missionBriefingMarkup
06-missions-profile-hud-inventory-tools.js,27-npc-enemies-combat-camera-action.js,1,applyPlayerName,publicPlayerName
06-missions-profile-hud-inventory-tools.js,30-pause-tests-public-api-bootstrap.js,1,openObjectivesPanel,activeCoopMission
06-missions-profile-hud-inventory-tools.js,32-cooperative-missions.js,2,openObjectivesPanel | updateMissionHUD,coopMissionBriefingMarkup | coopMissionProgressLabel
07-navigation-traffic-routes.js,02-state-save-cloud-account.js,1,updateNavigation,saveState
07-navigation-traffic-routes.js,03-ui-modal-install-pwa.js,2,updateNavigation,beep | toast
07-navigation-traffic-routes.js,06-missions-profile-hud-inventory-tools.js,14,buildRoutePoints | remainingRoute | resolveTrafficOverlaps | routeProgressInfo | routeSvgMarkup,compactRoute | nearestRoadProjection | playerDisplayName | pointOnRoad | projectPointToSegment | routeLength | snapTrafficToRoad
07-navigation-traffic-routes.js,11-render-materials-player-model.js,1,createRouteGuide,mat
07-navigation-traffic-routes.js,16-emergency-services.js,1,missionMapLocations,serviceVehicleMapLocation
07-navigation-traffic-routes.js,25-render-init-resize-position-collision.js,1,updateRouteGuide,groundHeightAt
07-navigation-traffic-routes.js,30-pause-tests-public-api-bootstrap.js,1,currentMapLocations,coopMissionMapLocations
08-map-parent-settings.js,01-build-persistence.js,1,formatPlayTime,normalizeState
08-map-parent-settings.js,02-state-save-cloud-account.js,16,clearWaypoint | formatPlayTime | openFinalResetConfirmation | openParentGate | openSettings | setWaypoint | syncMobilePanels,accountLinked | accountStatusText | commitState | openAccountCenter | saveState
08-map-parent-settings.js,03-ui-modal-install-pwa.js,23,clearWaypoint | formatPlayTime | openFinalResetConfirmation | openMap | openParentGate | openSettings | setWaypoint,closeModal | confirmModal | openModal | toast
08-map-parent-settings.js,04-education-daily-quiz.js,2,openSettings,openEducationHub
08-map-parent-settings.js,06-missions-profile-hud-inventory-tools.js,4,openSettings | syncMobilePanels,hasValidPlayerName | openObjectivesPanel | openPlayerNameModal
08-map-parent-settings.js,07-navigation-traffic-routes.js,21,clearWaypoint | mapClusterSelectionMarkup | mapSelectionMarkup | mapVisualNodes | openMap | setWaypoint,buildRoutePoints | currentMapLocations | mapDistance | mapLocationDetails | mapMarkerPlacements | routeProgressInfo | routeSvgMarkup | updateNavigation | worldToMap
08-map-parent-settings.js,09-responsive-ar-quality-diagnostics.js,5,openSettings,qualityLabel | qualityTier | requestedQuality
08-map-parent-settings.js,13-houses-npcs-vehicles-base.js,2,clearWaypoint | setWaypoint,updateWaypointMarker
08-map-parent-settings.js,24-construction-system.js,1,openSettings,applyQuality
08-map-parent-settings.js,25-render-init-resize-position-collision.js,2,openSettings,returnHome | savePlayerPosition
08-map-parent-settings.js,27-npc-enemies-combat-camera-action.js,2,formatPlayTime | openSettings,closeChallengePrompt | publicPlayerName
08-map-parent-settings.js,28-multiplayer-social-online.js,7,formatPlayTime | openSettings,escapeHtml | multiplayerStatusText
08-map-parent-settings.js,29-game-loop-controls-gamepad.js,1,openSettings,stopGame
09-responsive-ar-quality-diagnostics.js,00a-visual-foundation-avatar-v2.js,6,applyAdaptiveRenderSettings | lockStableSceneVisibility | runtimeDiagnostics | updateVisualLOD,applyVisualQualityBudget | avatarFoundationDiagnostics | updateManagedOutlineVisibility | updateManagedVisualLODs | visualFoundationDiagnostics | visualQualityProfile
09-responsive-ar-quality-diagnostics.js,02-state-save-cloud-account.js,4,collectCrystal | recordAdvancedSkill | samplePerformance,addXP | saveState
09-responsive-ar-quality-diagnostics.js,03-ui-modal-install-pwa.js,10,collectCrystal | openAndroidSceneViewer | recordAdvancedSkill | samplePerformance | skillReady,addCoins | beep | openModal | toast | trackDaily | vibrate
09-responsive-ar-quality-diagnostics.js,05-avatar-life-customization.js,1,collectCrystal,evaluateMissions
09-responsive-ar-quality-diagnostics.js,10-player-skills.js,1,recordAdvancedSkill,updateAbilityUI
09-responsive-ar-quality-diagnostics.js,17-adventures-learning-world.js,1,recordAdvancedSkill,advanceAdventure
09-responsive-ar-quality-diagnostics.js,22-careers-jobs-uniforms.js,1,collectCrystal,checkActiveJob
09-responsive-ar-quality-diagnostics.js,24-construction-system.js,1,applyAdaptiveRenderSettings,scheduleStableResize
10-player-skills.js,02-state-save-cloud-account.js,4,setScaleMode | spinPlayer | toggleCrouch,addXP | saveState
10-player-skills.js,03-ui-modal-install-pwa.js,16,setScaleMode | spinPlayer | toggleCrouch,beep | toast | trackDaily | vibrate
10-player-skills.js,06-missions-profile-hud-inventory-tools.js,2,toggleCrouch,playerDisplayName
10-player-skills.js,09-responsive-ar-quality-diagnostics.js,11,setScaleMode | spinPlayer | toggleCrouch,collectCrystal | recordAdvancedSkill | skillReady
10-player-skills.js,22-careers-jobs-uniforms.js,1,setScaleMode,spawnDust
10-player-skills.js,27-npc-enemies-combat-camera-action.js,2,setScaleMode | spinPlayer,damageEnemy
11-render-materials-player-model.js,00a-visual-foundation-avatar-v2.js,6,createPlayerModel | createTree | initMaterials | professionalTexture,createAvatarRigFoundation | createManagedLOD | registerVisualAsset | updateVisualAsset
11-render-materials-player-model.js,04-education-daily-quiz.js,1,applyAvatarCustomization,effectiveAvatarUniform
11-render-materials-player-model.js,06-missions-profile-hud-inventory-tools.js,3,createPlayerModel,playerDisplayName | refreshEquippedToolVisual
11-render-materials-player-model.js,10-player-skills.js,3,initMaterials | professionalTexture,canvasTexture
11-render-materials-player-model.js,12-world-resources-nature.js,1,addUniformPatch,signTexture
11-render-materials-player-model.js,20-world-build-cloud-houses.js,1,createTree,collectResource
11-render-materials-player-model.js,28-multiplayer-social-online.js,1,createPlayerModel,multiplayerNameTexture
12-world-resources-nature.js,00a-visual-foundation-avatar-v2.js,1,createRock,createManagedLOD
12-world-resources-nature.js,02-state-save-cloud-account.js,2,drawWaterFromWell,addXP | saveState
12-world-resources-nature.js,03-ui-modal-install-pwa.js,3,drawWaterFromWell,toast
12-world-resources-nature.js,06-missions-profile-hud-inventory-tools.js,2,drawWaterFromWell,playToolAnimation | updateHUD
12-world-resources-nature.js,11-render-materials-player-model.js,195,createFenceLine | createFlower | createFurniture | createGoldFoundry | createGoldMine | createHouse | createLamp | createLava | createRoad | createRock | createSignpost | createVillageWell | createWater | decorateHouseCommercial,addGlow | addVoxelOutline | box | cylinder | ensureFlowerBatch | makePlanter | makeWindow | mat | premiumBox | premiumCylinder | registerCollider | registerInteractable | renderMat | sharedBoxGeometry | stableBox | texturedRoofMaterial | tintedBrickMaterial
12-world-resources-nature.js,17-adventures-learning-world.js,1,drawWaterFromWell,advanceAdventure
12-world-resources-nature.js,20-world-build-cloud-houses.js,2,createGoldMine | createRock,collectResource
13-houses-npcs-vehicles-base.js,00a-visual-foundation-avatar-v2.js,1,createStreetTree,createManagedLOD
13-houses-npcs-vehicles-base.js,02-state-save-cloud-account.js,3,createSizeChallenges,addXP
13-houses-npcs-vehicles-base.js,03-ui-modal-install-pwa.js,9,createSizeChallenges,setFlag | toast
13-houses-npcs-vehicles-base.js,06-missions-profile-hud-inventory-tools.js,1,createNpcMobility,nearestRoadProjection
13-houses-npcs-vehicles-base.js,11-render-materials-player-model.js,177,addHouseInterior | createAthleticsGym | createAwning | createChallengeCube | createChest | createCrystal | createEnemy | createFountain | createNPC | createNpcMobility | createPlatform | createPlayground | createPortalArch | createSizeChallenges | createSkyDome | createStreetTree | createToyCar | createVoxelMushroom | createWaypointMarker | registerActivity,addGlow | addVoxelOutline | box | cylinder | makePlanter | mat | premiumBox | premiumCylinder | registerInteractable | registerPlatform | renderMat | sharedBoxGeometry
13-houses-npcs-vehicles-base.js,12-world-resources-nature.js,44,addHouseInterior | createAthleticsGym | createNPC | createVoxelMushroom,createFurniture | createLamp | shadeColor | signTexture
13-houses-npcs-vehicles-base.js,20-world-build-cloud-houses.js,3,addHouseInterior | createChest | registerActivity,exitHouse | openChest | useActivity
13-houses-npcs-vehicles-base.js,21-interactions-shop-social-races.js,2,createAthleticsGym | createNPC,openRaceCenter | talkToNPC
13-houses-npcs-vehicles-base.js,22-careers-jobs-uniforms.js,1,applyVehicleAppearance,applyServiceVehicleVisual
13-houses-npcs-vehicles-base.js,23-vehicle-effects-driving.js,1,createToyCar,enterVehicle
14-world-district-decoration.js,00a-visual-foundation-avatar-v2.js,1,createBackdropBuilding,createManagedLOD
14-world-district-decoration.js,06-missions-profile-hud-inventory-tools.js,4,buildBusRoadPath | nearestForwardBusSegment | offsetBusPath | projectedBusPoint,nearestRoadProjection | pointOnRoad | projectPointToSegment
14-world-district-decoration.js,07-navigation-traffic-routes.js,1,buildBusRoadPath,buildRoutePoints
14-world-district-decoration.js,11-render-materials-player-model.js,18,createBackdropBuilding | createCoinTrail | createFloatingIsland,addVoxelOutline | box | mat | premiumBox | renderMat
14-world-district-decoration.js,12-world-resources-nature.js,1,createBackdropBuilding,shadeColor
14-world-district-decoration.js,13-houses-npcs-vehicles-base.js,10,createCommercialDistrict | createDistrictVisuals,createAwning | createChallengeCube | createFountain | createPlayground | createPortalArch | createStreetTree | createVoxelMushroom
15-transit-bus-metro.js,02-state-save-cloud-account.js,5,clearBusWaiting | enterBus | exitBusAtStop | rideMetroTo | setBusWaiting,saveState
15-transit-bus-metro.js,03-ui-modal-install-pwa.js,34,ensureTransitPanel | enterBus | enterServiceVehicle | exitBusAtStop | openBusArrivalOffer | openBusStop | openMetroStation | rideMetroTo,closeModal | openModal | setFlag | toast | trackDaily
15-transit-bus-metro.js,06-missions-profile-hud-inventory-tools.js,5,busSpawnIndex | recoverBusRoute | safeServiceDepot | updateTransitWorld,nearestRoadProjection | pointOnRoad | projectPointToPolyline
15-transit-bus-metro.js,07-navigation-traffic-routes.js,4,busSpawnIndex | rideMetroTo | safeServiceDepot | updateTransitWorld,trafficActorList | trafficSpeedFactor | updateNavigation
15-transit-bus-metro.js,09-responsive-ar-quality-diagnostics.js,6,enterBus | exitBusAtStop | rideMetroTo,auditPlayerMode | canEnterMobility
15-transit-bus-metro.js,11-render-materials-player-model.js,58,createBusModel | createMetroEntrance | decorateCityServices | ensureBusStop | registerServiceVehicle,premiumBox | premiumCylinder | registerInteractable | renderMat
15-transit-bus-metro.js,12-world-resources-nature.js,2,createBusModel,signTexture
15-transit-bus-metro.js,13-houses-npcs-vehicles-base.js,4,createMetroEntrance | decorateCityServices | ensureBusStop,iconTexture
15-transit-bus-metro.js,14-world-district-decoration.js,6,busEtaSeconds | createBusModel | recoverBusRoute | updateTransitPanel | updateTransitWorld,buildBusRoadPath | busNextStop | busRoutePoints | nearestForwardBusSegment
15-transit-bus-metro.js,16-emergency-services.js,1,enterServiceVehicle,serviceMissionVehicle
15-transit-bus-metro.js,17-adventures-learning-world.js,2,exitBusAtStop | rideMetroTo,advanceAdventure
15-transit-bus-metro.js,23-vehicle-effects-driving.js,1,enterServiceVehicle,enterVehicle
15-transit-bus-metro.js,25-render-init-resize-position-collision.js,8,enterBus | exitBusAtStop | rideMetroTo | safeBusExitPoint,clearMovementInputs | groundHeightAt | positionBlockedForPlayer | rememberSafePlayerPosition | safePointNear
15-transit-bus-metro.js,27-npc-enemies-combat-camera-action.js,2,exitBusAtStop | rideMetroTo,updateContext
15-transit-bus-metro.js,30-pause-tests-public-api-bootstrap.js,1,currentServiceMissionJob,activeCoopServiceJob
16-emergency-services.js,02-state-save-cloud-account.js,14,activateFireIncident | assistTrafficIncident | createTrafficIncidentAt | extinguishFireIncident | finishSafetyStop | markPlayerIncidentArrival | onServiceVehicleBoarded | onServiceVehicleExited | openSafetyLesson | resolveTrafficIncident | startAdventure | startPoliceAlert,addXP | saveState
16-emergency-services.js,03-ui-modal-install-pwa.js,30,activateFireIncident | assistTrafficIncident | createRoyalCastle | createTrafficIncidentAt | extinguishFireIncident | helpExtinguishFire | markPlayerIncidentArrival | openAdventureHub | openSafetyLesson | openTransitGuide | reserveMissionServiceVehicle | resolveTrafficIncident | startAdventure | startPoliceAlert,addReputation | awardMedal | closeModal | openModal | toast
16-emergency-services.js,06-missions-profile-hud-inventory-tools.js,6,createTrafficIncidentAt | ensureActiveTrafficIncident | moveIncidentResponder | movePoliceToward | moveServiceVehicle | separateIncidentActors,nearestRoadProjection | snapTrafficToRoad
16-emergency-services.js,07-navigation-traffic-routes.js,10,extinguishFireIncident | markPlayerIncidentArrival | moveIncidentResponder | movePoliceToward | moveServiceVehicle | reserveMissionServiceVehicle | serviceVehicleRoute | updateTrafficIncidents,buildRoutePoints | trafficActorList | trafficSpeedFactor | updateNavigation
16-emergency-services.js,08-map-parent-settings.js,2,openTransitGuide | startAdventure,setWaypoint
16-emergency-services.js,11-render-materials-player-model.js,110,createAmbulance | createCastleChallengeTokens | createFireIncidentSite | createFireTruck | createIncidentVisual | createPoliceCar | createRoyalCastle | createTrafficIncidentAt,addGlow | addVoxelOutline | mat | premiumBox | premiumCylinder | registerInteractable | renderMat
16-emergency-services.js,12-world-resources-nature.js,1,createRoyalCastle,createSignpost
16-emergency-services.js,13-houses-npcs-vehicles-base.js,4,createPoliceCar | extinguishFireIncident | markPlayerIncidentArrival | reserveMissionServiceVehicle,iconTexture | updateWaypointMarker
16-emergency-services.js,15-transit-bus-metro.js,23,assistTrafficIncident | createAmbulance | createFireTruck | createPoliceCar | dispatchIncidentResponder | lockIncidentActor | markPlayerIncidentArrival | onServiceVehicleBoarded | onServiceVehicleExited | releaseIncidentActorStates | reserveMissionServiceVehicle | resolveTrafficIncident | serviceMissionVehicle | serviceVehicleMapLocation,currentServiceMissionJob | registerServiceVehicle | serviceKindForJob | serviceVehicleAvailable | serviceVehicleById | serviceVehiclePools | setBusState
16-emergency-services.js,20-world-build-cloud-houses.js,1,createRoyalCastle,exitHouse
16-emergency-services.js,21-interactions-shop-social-races.js,6,assistTrafficIncident | helpExtinguishFire | markPlayerIncidentArrival | onServiceVehicleBoarded | reserveMissionServiceVehicle,focusActiveJob | setMissionState
16-emergency-services.js,22-careers-jobs-uniforms.js,5,assistTrafficIncident | extinguishFireIncident | helpExtinguishFire | resolveTrafficIncident | updateFireService,completeActiveJob | spawnDust
16-emergency-services.js,23-vehicle-effects-driving.js,1,finishSafetyStop,exitVehicle
16-emergency-services.js,25-render-init-resize-position-collision.js,2,finishSafetyStop,clearMovementInputs | groundHeightAt
16-emergency-services.js,26-input-player-physics.js,2,updatePoliceSystem,npcSpeech
16-emergency-services.js,32-cooperative-missions.js,1,onServiceVehicleBoarded,onCoopServiceVehicleBoarded
17-adventures-learning-world.js,02-state-save-cloud-account.js,3,advanceAdventure | finishAdventure,addXP | saveState
17-adventures-learning-world.js,03-ui-modal-install-pwa.js,8,advanceAdventure | finishAdventure | resolveWaterWalking,addCoins | addReputation | awardMedal | beep | setFlag | toast
17-adventures-learning-world.js,04-education-daily-quiz.js,1,createLearningStation,openEducationHub
17-adventures-learning-world.js,11-render-materials-player-model.js,12,createLearningStation | ensureFishingVisual,mat | premiumBox | registerInteractable | renderMat
17-adventures-learning-world.js,12-world-resources-nature.js,1,createLearningPlaza,createSignpost
17-adventures-learning-world.js,13-houses-npcs-vehicles-base.js,1,createLearningStation,iconTexture
17-adventures-learning-world.js,25-render-init-resize-position-collision.js,1,resolveWaterWalking,groundHeightAt
18-water-fishing-boats.js,02-state-save-cloud-account.js,13,enterBoatAsPassenger | exitBoat | finishCampfireCooking | nearestActiveCampfire | openCampfire | startFishing | startHunting | updateBoatPanel,addXP | saveState
18-water-fishing-boats.js,03-ui-modal-install-pwa.js,43,castFishingVisual | enterBoatAsPassenger | exitBoat | finishCampfireCooking | nearestActiveCampfire | openCampfire | openCampfireZone | openNearestCampfire | startFishing | startHunting | updateBoatPanel | updateBoatPhysics,addCoins | beep | closeModal | confirmModal | openModal | toast | vibrate
18-water-fishing-boats.js,06-missions-profile-hud-inventory-tools.js,1,openCampfire,updateHUD
18-water-fishing-boats.js,08-map-parent-settings.js,1,setFishingUiActive,syncMobilePanels
18-water-fishing-boats.js,09-responsive-ar-quality-diagnostics.js,5,enterBoatAsPassenger | exitBoat | updateBoatPanel,auditPlayerMode | canEnterMobility
18-water-fishing-boats.js,11-render-materials-player-model.js,29,clearExtensionPreview | createBoatModel | createCampfireZone | createForestAnimal | createHuntingArea | createShoreFisher | disposeFurnitureGroup | renderExtensionPreview | spawnCampfire,disposeDetachedVisual | mat | premiumBox | premiumCylinder | registerInteractable | renderMat
18-water-fishing-boats.js,12-world-resources-nature.js,2,createCampfireZone | createHuntingArea,createSignpost
18-water-fishing-boats.js,13-houses-npcs-vehicles-base.js,1,createShoreFisher,createNPC
18-water-fishing-boats.js,17-adventures-learning-world.js,15,campfireAllowed | castFishingVisual | constrainBoat | exitBoat | extensionValid | furniturePlacementValid | startFishing | updateFishingVisual,beginFishingVisual | ensureFishingVisual | fishingCastTarget | isInsideLakeNavigable | isNearFishingArea | rectOverlap | safeBoatExitPoint | setFishingLine | validBoatExit | waterAt
18-water-fishing-boats.js,23-vehicle-effects-driving.js,6,enterBoatAsPassenger | exitBoat | updateBoatPanel | updateBoatPhysics,exitVehicle | updateMobilityControlLabels | updateVehicleControlsUI
18-water-fishing-boats.js,24-construction-system.js,1,setFishingUiActive,scheduleStableResize
18-water-fishing-boats.js,25-render-init-resize-position-collision.js,2,exitBoat,groundHeightAt | rememberSafePlayerPosition
18-water-fishing-boats.js,26-input-player-physics.js,4,exitBoat | updateBoatPanel | updateBoatPhysics,boardNpcPassenger | mobilityThrottleIntent | nearestRideCompanion | releaseNpcPassenger
19-campfire-hunting-house-extensions.js,02-state-save-cloud-account.js,5,openFurnitureManager | openFurniturePlacement | openHouseExtensionPlanner | updateLifeActivities,saveState
19-campfire-hunting-house-extensions.js,03-ui-modal-install-pwa.js,21,openFurnitureManager | openFurniturePlacement | openHouseExtensionMenu | openHouseExtensionPlanner,addCoins | closeModal | confirmModal | openModal | toast
19-campfire-hunting-house-extensions.js,06-missions-profile-hud-inventory-tools.js,2,buildWorld | openHouseExtensionPlanner,playerDisplayName
19-campfire-hunting-house-extensions.js,11-render-materials-player-model.js,23,buildWorld | createLakeExpansion | spawnHouseExtension,box | createTree | premiumBox | premiumCylinder | registerInteractable | registerPlatform | stableBox
19-campfire-hunting-house-extensions.js,12-world-resources-nature.js,40,buildWorld | createLakeExpansion | spawnHouseExtension,createFenceLine | createFlower | createGoldFoundry | createGoldMine | createHouse | createLamp | createLava | createRoad | createRock | createSignpost | createVillageWell | createWater | shadeColor
