type,name,module,line,snippet
function-declaration,serviceVehicleAppearance,20-world-build-cloud-houses.js,3905,
function-declaration,safeServiceDepot,20-world-build-cloud-houses.js,3906,
function-declaration,registerServiceVehicle,20-world-build-cloud-houses.js,3907,
function-declaration,enterServiceVehicle,20-world-build-cloud-houses.js,3911,
function-declaration,serviceMissionVehicle,20-world-build-cloud-houses.js,3914,
function-declaration,serviceVehicleMapLocation,20-world-build-cloud-houses.js,3915,
function-declaration,reserveMissionServiceVehicle,20-world-build-cloud-houses.js,3916,
function-declaration,releaseMissionServiceVehicle,20-world-build-cloud-houses.js,3919,
function-declaration,isDrivingServiceVehicle,20-world-build-cloud-houses.js,3920,
function-declaration,onServiceVehicleBoarded,20-world-build-cloud-houses.js,3921,
function-declaration,onServiceVehicleExited,20-world-build-cloud-houses.js,3922,
function-declaration,returnServiceVehicleHome,20-world-build-cloud-houses.js,3923,
function-declaration,createFireIncidentSite,20-world-build-cloud-houses.js,3924,
function-declaration,createFireTruck,20-world-build-cloud-houses.js,3928,
function-declaration,createFireServiceWorld,20-world-build-cloud-houses.js,3934,
function-declaration,activateFireIncident,20-world-build-cloud-houses.js,3935,
function-declaration,ensureActiveFire,20-world-build-cloud-houses.js,3936,
function-declaration,helpExtinguishFire,20-world-build-cloud-houses.js,3937,
function-declaration,extinguishFireIncident,20-world-build-cloud-houses.js,3938,
function-declaration,serviceVehicleRoute,20-world-build-cloud-houses.js,3939,
function-declaration,moveServiceVehicle,20-world-build-cloud-houses.js,3940,
function-declaration,updateFireService,20-world-build-cloud-houses.js,3942,
function-declaration,createPoliceCar,21-interactions-shop-social-races.js,3954,
function-declaration,createAmbulance,21-interactions-shop-social-races.js,3963,
function-declaration,createPoliceSystem,21-interactions-shop-social-races.js,3970,
function-declaration,movePoliceToward,21-interactions-shop-social-races.js,3975,
function-declaration,updatePolicePatrol,21-interactions-shop-social-races.js,3979,
function-declaration,updateSafetyPanel,21-interactions-shop-social-races.js,3982,
function-declaration,startPoliceAlert,21-interactions-shop-social-races.js,3985,
function-declaration,finishSafetyStop,21-interactions-shop-social-races.js,3990,
function-declaration,openSafetyLesson,21-interactions-shop-social-races.js,3994,
function-declaration,updatePoliceSystem,21-interactions-shop-social-races.js,4004,
function-declaration,moveIncidentResponder,21-interactions-shop-social-races.js,4016,
function-declaration,incidentServiceLabel,21-interactions-shop-social-races.js,4022,
function-declaration,lockIncidentActor,21-interactions-shop-social-races.js,4023,
function-declaration,separateIncidentActors,21-interactions-shop-social-races.js,4024,
function-declaration,createIncidentVisual,21-interactions-shop-social-races.js,4025,
function-declaration,createTrafficIncidentAt,21-interactions-shop-social-races.js,4026,
function-declaration,createTrafficIncident,21-interactions-shop-social-races.js,4031,
function-declaration,ensureActiveTrafficIncident,21-interactions-shop-social-races.js,4032,
function-declaration,dispatchIncidentResponder,21-interactions-shop-social-races.js,4033,
function-declaration,dispatchIncidentResponders,21-interactions-shop-social-races.js,4037,
function-declaration,assistTrafficIncident,21-interactions-shop-social-races.js,4038,
function-declaration,markPlayerIncidentArrival,21-interactions-shop-social-races.js,4041,
function-declaration,releaseIncidentActorStates,21-interactions-shop-social-races.js,4042,
function-declaration,resolveTrafficIncident,21-interactions-shop-social-races.js,4043,
function-declaration,updateTrafficIncidents,21-interactions-shop-social-races.js,4048,
function-declaration,openTransitGuide,21-interactions-shop-social-races.js,4061,
function-declaration,createRoyalCastle,21-interactions-shop-social-races.js,4064,
function-declaration,createCastleChallengeTokens,21-interactions-shop-social-races.js,4090,
function-declaration,openAdventureHub,21-interactions-shop-social-races.js,4093,
function-declaration,startAdventure,21-interactions-shop-social-races.js,4096,
function-declaration,restoreActiveAdventure,21-interactions-shop-social-races.js,4099,
function-declaration,advanceAdventure,21-interactions-shop-social-races.js,4105,
function-declaration,finishAdventure,21-interactions-shop-social-races.js,4108,
function-declaration,updateAdventure,21-interactions-shop-social-races.js,4111,
function-declaration,createLearningStation,21-interactions-shop-social-races.js,4114,
function-declaration,createLearningPlaza,21-interactions-shop-social-races.js,4117,
function-declaration,rectOverlap,21-interactions-shop-social-races.js,4124,
function-declaration,insideWater,21-interactions-shop-social-races.js,4125,
function-declaration,waterAt,21-interactions-shop-social-races.js,4126,
function-declaration,isInsideLakeNavigable,,4127,
function-declaration,isNearFishingArea,22-careers-jobs-uniforms.js,4128,
function-declaration,resolveWaterWalking,22-careers-jobs-uniforms.js,4129,
function-declaration,distanceToBoatDock,22-careers-jobs-uniforms.js,4132,
function-declaration,validBoatExit,22-careers-jobs-uniforms.js,4133,
function-declaration,safeBoatExitPoint,22-careers-jobs-uniforms.js,4134,
function-declaration,ensureFishingVisual,22-careers-jobs-uniforms.js,4136,
function-declaration,setFishingLine,22-careers-jobs-uniforms.js,4150,
function-declaration,fishingCastTarget,22-careers-jobs-uniforms.js,4151,
function-declaration,beginFishingVisual,22-careers-jobs-uniforms.js,4158,
function-declaration,castFishingVisual,22-careers-jobs-uniforms.js,4172,
function-declaration,hookFishingVisual,22-careers-jobs-uniforms.js,4173,
function-declaration,pullFishingVisual,22-careers-jobs-uniforms.js,4174,
function-declaration,restoreFishingCamera,22-careers-jobs-uniforms.js,4175,
function-declaration,stopFishingVisual,22-careers-jobs-uniforms.js,4179,
function-declaration,clearFishingTimers,22-careers-jobs-uniforms.js,4186,
function-declaration,setFishingUiActive,22-careers-jobs-uniforms.js,4187,
function-declaration,cancelFishingSession,22-careers-jobs-uniforms.js,4192,
function-declaration,ensureFishingModalStyle,22-careers-jobs-uniforms.js,4193,
function-declaration,updateFishingVisual,22-careers-jobs-uniforms.js,4204,
function-declaration,createShoreFisher,22-careers-jobs-uniforms.js,4215,
function-declaration,createShoreFishingLife,22-careers-jobs-uniforms.js,4221,
function-declaration,updateShoreFishers,22-careers-jobs-uniforms.js,4226,
function-declaration,createBoatModel,22-careers-jobs-uniforms.js,4230,
function-declaration,ensureBoatPanel,22-careers-jobs-uniforms.js,4235,
function-declaration,updateBoatPanel,22-careers-jobs-uniforms.js,4238,
function-declaration,enterBoatAsPassenger,23-vehicle-effects-driving.js,4248,
function-declaration,exitBoat,23-vehicle-effects-driving.js,4256,
function-declaration,updateBoatPhysics,23-vehicle-effects-driving.js,4264,
function-declaration,constrainBoat,23-vehicle-effects-driving.js,4271,
function-declaration,weightedFish,23-vehicle-effects-driving.js,4272,
function-declaration,startFishing,23-vehicle-effects-driving.js,4273,
function-declaration,campfireAllowed,23-vehicle-effects-driving.js,4282,
function-declaration,spawnCampfire,23-vehicle-effects-driving.js,4283,
function-declaration,nearestActiveCampfire,23-vehicle-effects-driving.js,4286,
function-declaration,finishCampfireCooking,23-vehicle-effects-driving.js,4288,
function-declaration,openCampfire,23-vehicle-effects-driving.js,4289,
function-declaration,openNearestCampfire,23-vehicle-effects-driving.js,4292,
function-declaration,openCampfireZone,23-vehicle-effects-driving.js,4293,
function-declaration,createCampfireZone,23-vehicle-effects-driving.js,4294,
function-declaration,createForestAnimal,23-vehicle-effects-driving.js,4295,
function-declaration,startHunting,23-vehicle-effects-driving.js,4296,
function-declaration,createHuntingArea,23-vehicle-effects-driving.js,4297,
function-declaration,nearestOwnedHouseForExtension,23-vehicle-effects-driving.js,4298,
function-declaration,extensionPlacement,23-vehicle-effects-driving.js,4299,
function-declaration,extensionValid,23-vehicle-effects-driving.js,4300,
function-declaration,furnitureCatalogForRoom,23-vehicle-effects-driving.js,4312,
function-declaration,furnitureSpec,23-vehicle-effects-driving.js,4313,
function-declaration,furnitureForExtension,23-vehicle-effects-driving.js,4314,
function-declaration,furnitureFootprint,23-vehicle-effects-driving.js,4315,
function-declaration,furniturePlacementValid,23-vehicle-effects-driving.js,4316,
function-declaration,disposeFurnitureGroup,23-vehicle-effects-driving.js,4317,
function-declaration,clearFurniturePreview,23-vehicle-effects-driving.js,4318,
